age,breeder,category,certificate,cleaned_strings,description,details,gender,gpt_dict,image_path,image_url,in_stock,length_cm,length_inches,link,multiple_fish,out_of_stock,price,sku,split,tags,tags_from_category,tags_from_title,tags_list,title,uuid,variety,source
,,,,,,,,,kloubec_data/41ea30_14_Kikokuryu_Koi_(#K12514U3).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/19491/21938/Kiko__66466.1706726703.jpg?c=2,,,"14""",https://www.kloubeckoi.com/14-kikokuryu-koi-k12514u3/,False,,469.99,19491,,['Kikokuryu'],,,,"14"" Kikokuryu Koi (#K12514U3)",41ea30,,kloubec
,,,,,,,,,kloubec_data/f5adfb_13_Ogon_Koi__(#L9099U6).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/19446/21890/DSC_9099__38140.1706496159.jpg?c=2,,,"13""",https://www.kloubeckoi.com/13-ogon-koi-l9099u6/,False,,369.99,19446,,['Ogon'],,,,"13"" Ogon Koi  (#L9099U6)",f5adfb,,kloubec
,,,,,,,,,kloubec_data/e99ac2_10.5_Gin_Rin_Showa_Koi_#K1222(X35).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/19407/21843/Showa__65126.1706116719.jpg?c=2,,,"10.5""",https://www.kloubeckoi.com/10-5-gin-rin-showa-koi-k1222-x35/,False,,199.99,19407,,"['Gin', 'Rin', 'Showa']",,,,"10.5"" Gin Rin Showa Koi #K1222(X35)",e99ac2,,kloubec
,,,,,,,,,kloubec_data/7bc647_11_Tancho_Showa_Koi_#J1157(X35).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/19399/21829/tancho-showa-1157__42461.1705975775.jpg?c=2,,,"11""",https://www.kloubeckoi.com/11-tancho-showa-koi-j1157-x35/,False,,499.99,19399,,"['Tancho', 'Showa']",,,,"11"" Tancho Showa Koi #J1157(X35)",7bc647,,kloubec
,,,,,,,,,kloubec_data/d4dbf3_10_Showa_Butterfly_Koi_(#L8480X9).jpg,https://cdn11.bigcommerce.com/s-c81ee/images/stencil/500x659/products/18718/20790/DSC_8480__83370.1683856371.jpg?c=2,,,"10""",https://www.kloubeckoi.com/10-showa-butterfly-koi-l8480x9/,False,,199.99,18718,,"['Showa', 'Butterfly']",,,,"10"" Showa Butterfly Koi (#L8480X9)",d4dbf3,,kloubec
,,"['Asagi and Shusui', 'Imported Koi', 'Koi', 'Shusui', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/02f31ccb_3.5”_Imported_Shusui.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-69.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-shusui-12/,False,,$30.00,HS0505G01515C14,,"['Asagi and Shusui', 'Imported Koi', 'Koi', 'Shusui', 'Single Fish', 'Single Koi']","['Asagi and Shusui', 'Imported Koi', 'Koi', 'Shusui', 'Single Fish', 'Single Koi']","['Asagi and Shusui', 'Imported Koi', 'Koi', 'Shusui', 'Single Fish', 'Single Koi']",,3.5” Imported Shusui,02f31ccb,,nextdaykoi
,,"['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/bec4495e_3.5”_Imported_Kohaku.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-64.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-kohaku-20/,False,,$30.00,HS0505G01515C13,,"['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']","['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']","['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",,3.5” Imported Kohaku,bec4495e,,nextdaykoi
,,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/62543bb1_3.5”_Imported_Armor_Scaled_Hariwake.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-54.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-armor-scaled-hariwake-3/,False,,$30.00,HS0505G01515C11,,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,3.5” Imported Armor Scaled Hariwake,62543bb1,,nextdaykoi
,,"['Aka Bekko', 'Bekko', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/ea7ff9e9_3.5”_Imported_Doitsu_Aka_Bekko.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-49.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-beni-kumonryu/,False,,$30.00,HS0505G01515C10,,"['Aka Bekko', 'Bekko', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['Aka Bekko', 'Bekko', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['Aka Bekko', 'Bekko', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,3.5” Imported Doitsu Aka Bekko,ea7ff9e9,,nextdaykoi
,,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/f6ec77bc_3.5”_Imported_Gin_Rin_Hariwake.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-39.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-gin-rin-hariwake-11/,False,,$30.00,HS0505G01515C08,,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,3.5” Imported Gin Rin Hariwake,f6ec77bc,,nextdaykoi
,,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/0b5d40ad_3”_Imported_Gin_Rin_Hariwake.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-33.jpg,,,3”,https://nextdaykoi.com/product/3-imported-gin-rin-hariwake-5/,False,,$30.00,HS0505G01515C07,,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,3” Imported Gin Rin Hariwake,0b5d40ad,,nextdaykoi
,,"['Bekko', 'Imported Koi', 'Koi', 'Shiro Bekko', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/c45acfbd_3”_Imported_Doitsu_Gin_Shiro_Bekko.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-18.jpg,,,3”,https://nextdaykoi.com/product/3-imported-doitsu-gin-shiro-bekko-4/,False,,$30.00,HS0505G01515C04,,"['Bekko', 'Imported Koi', 'Koi', 'Shiro Bekko', 'Single Fish', 'Single Koi']","['Bekko', 'Imported Koi', 'Koi', 'Shiro Bekko', 'Single Fish', 'Single Koi']","['Bekko', 'Imported Koi', 'Koi', 'Shiro Bekko', 'Single Fish', 'Single Koi']",,3” Imported Doitsu Gin Shiro Bekko,c45acfbd,,nextdaykoi
,,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/5a01311a_3”_Imported_Kikusui.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-8.jpg,,,3”,https://nextdaykoi.com/product/3-imported-kikusui-3/,False,,$30.00,HS0505G01515C02,,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",,3” Imported Kikusui,5a01311a,,nextdaykoi
,,"['Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/242d5fc1_3”_Imported_Gin_Rin_Kujaku.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-3.jpg,,,3”,https://nextdaykoi.com/product/3-imported-gin-rin-kujaku-2/,False,,$30.00,HS0505G01515C01,,"['Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']","['Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']","['Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",,3” Imported Gin Rin Kujaku,242d5fc1,,nextdaykoi
,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,,,,,,nextdaykoi_data/39588b76_Lot_of_(5)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-40.jpg,,,,https://nextdaykoi.com/product/lot-of-5-2-5-3-imported-assorted-oranda-6/,True,,$90.00,H0502K51B04715C01,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,Lot of (5) 2.5-3” Imported Assorted Oranda,39588b76,,nextdaykoi
,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,,,,,,nextdaykoi_data/1c641329_Lot_of_(5)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-33.jpg,,,,https://nextdaykoi.com/product/lot-of-5-2-5-3-imported-assorted-oranda-5/,True,,$90.00,H0502K51B04615C01,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,Lot of (5) 2.5-3” Imported Assorted Oranda,1c641329,,nextdaykoi
,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,,,,,,nextdaykoi_data/01c4d027_Lot_of_(4)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-25.jpg,,,,https://nextdaykoi.com/product/lot-of-4-2-5-3-imported-assorted-oranda-6/,True,,$72.00,H0502K51B04515C01,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,Lot of (4) 2.5-3” Imported Assorted Oranda,01c4d027,,nextdaykoi
,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,,,,,,nextdaykoi_data/43f6ced5_Lot_of_(4)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-17.jpg,,,,https://nextdaykoi.com/product/lot-of-4-2-5-3-imported-assorted-oranda-5/,True,,$72.00,H0502K51B04415C01,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,Lot of (4) 2.5-3” Imported Assorted Oranda,43f6ced5,,nextdaykoi
,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,,,,,,nextdaykoi_data/a77393c2_Lot_of_(3)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-9.jpg,,,,https://nextdaykoi.com/product/lot-of-3-2-5-3-imported-assorted-oranda-6/,True,,$54.00,H0502K51B04315C01,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,Lot of (3) 2.5-3” Imported Assorted Oranda,a77393c2,,nextdaykoi
,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,,,,,,nextdaykoi_data/8e828c44_Lot_of_(3)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-3.jpg,,,,https://nextdaykoi.com/product/lot-of-3-2-5-3-imported-assorted-oranda-5/,True,,$54.00,H0502K51B04215C01,,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']","['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",,Lot of (3) 2.5-3” Imported Assorted Oranda,8e828c44,,nextdaykoi
,,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/4d701e9a_5”_Imported_Red_and_White_Telescope_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-60.jpg,,,5”,https://nextdaykoi.com/product/5-imported-red-and-white-telescope-fantail/,False,,$68.00,HP0502G0181512,,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,5” Imported Red and White Telescope Fantail,4d701e9a,,nextdaykoi
,,"[""Crystal's Featured Fish"", 'Fantail', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/7ef0989e_4”_Imported_Calico_Telescope_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-54.jpg,,,4”,https://nextdaykoi.com/product/4-imported-calico-telescope-fantail-19/,False,,$68.00,HP0502G0181511,,"['""Crystal\'s Featured Fish""', 'Fantail', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['""Crystal\'s Featured Fish""', 'Fantail', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['""Crystal\'s Featured Fish""', 'Fantail', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,4” Imported Calico Telescope Fantail,7ef0989e,,nextdaykoi
,,"['Bubble Eye', ""Crystal's Featured Fish"", 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/b3f2ce04_4”_Imported_Red_and_White_Bubble_Eye.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-49.jpg,,,4”,https://nextdaykoi.com/product/4-imported-red-and-white-bubble-eye/,False,,$68.00,HP0502G0181510,,"['Bubble Eye', '""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Bubble Eye', '""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Bubble Eye', '""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,4” Imported Red and White Bubble Eye,b3f2ce04,,nextdaykoi
,,"['Bubble Eye', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,,,,Male,,nextdaykoi_data/2decbec8_4”_Imported_Male_Red_Bubble_Eye.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-44.jpg,,,4”,https://nextdaykoi.com/product/4-imported-male-red-bubble-eye/,False,,$68.00,HP0502G0181509,,"['Bubble Eye', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Bubble Eye', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Bubble Eye', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,4” Imported Male Red Bubble Eye,2decbec8,,nextdaykoi
,,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/97d0e425_4”_Imported_Calico_Telescope_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-39.jpg,,,4”,https://nextdaykoi.com/product/4-imported-calico-telescope-fantail-18/,False,,$68.00,HP0502G0181508,,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,4” Imported Calico Telescope Fantail,97d0e425,,nextdaykoi
,,"[""Crystal's Featured Fish"", 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",,,,,Male,,nextdaykoi_data/86312db0_4”_Imported_Male_Calico_Ryukin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-34.jpg,,,4”,https://nextdaykoi.com/product/4-imported-male-tri-color-ryukin-2/,False,,$68.00,HP0502G0181507,,"['""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']","['""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']","['""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",,4” Imported Male Calico Ryukin,86312db0,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",,,,,Male,,nextdaykoi_data/c7a726d1_4”_Imported_Male_Calico_Ryukin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-29.jpg,,,4”,https://nextdaykoi.com/product/4-imported-male-calico-ryukin-8/,False,,$68.00,HP0502G0181506,,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",,4” Imported Male Calico Ryukin,c7a726d1,,nextdaykoi
,,"[""Crystal's Featured Fish"", 'Fantail', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,,,,Male,,nextdaykoi_data/97c425c5_4”_Imported_Male_Calico_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-24.jpg,,,4”,https://nextdaykoi.com/product/4-imported-male-calico-fantail-3/,False,,$68.00,HP0502G0181505,,"['""Crystal\'s Featured Fish""', 'Fantail', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['""Crystal\'s Featured Fish""', 'Fantail', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['""Crystal\'s Featured Fish""', 'Fantail', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,4” Imported Male Calico Fantail,97c425c5,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",,,,,Male,,nextdaykoi_data/feb54da3_4”_Imported_Male_Calico_Ryukin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-19.jpg,,,4”,https://nextdaykoi.com/product/4-imported-male-calico-ryukin-7/,False,,$68.00,HP0502G0181504,,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",,4” Imported Male Calico Ryukin,feb54da3,,nextdaykoi
,,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/4027ac18_3.5”_Imported_Calico_Telescope_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-13.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-calico-telescope-fantail-8/,False,,$68.00,HP0502G0181503,,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,3.5” Imported Calico Telescope Fantail,4027ac18,,nextdaykoi
,,"[""Crystal's Featured Fish"", 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/1b844753_3.5”_Imported_Calico_Ryukin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-8.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-calico-ryukin-7/,False,,$68.00,HP0502G0181502,,"['""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']","['""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']","['""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",,3.5” Imported Calico Ryukin,1b844753,,nextdaykoi
,,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/c2c30f3c_3.5”_Imported_Calico_Telescope_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-3.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-calico-telescope-fantail-7/,False,,$68.00,HP0502G0181501,,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']","['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",,3.5” Imported Calico Telescope Fantail,c2c30f3c,,nextdaykoi
,,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/83c051ad_7”_Imported_Gin_Matsuba_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-69.jpg,,,7”,https://nextdaykoi.com/product/7-imported-gin-matsuba-butterfly-koi-6/,False,,$340.00,H0502X191014,,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",,7” Imported Gin Matsuba Butterfly Koi,83c051ad,,nextdaykoi
,,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/115c9a34_7”_Imported_Hariwake_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-64.jpg,,,7”,https://nextdaykoi.com/product/7-imported-hariwake-butterfly-koi-10/,False,,$340.00,H0502X191013,,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,7” Imported Hariwake Butterfly Koi,115c9a34,,nextdaykoi
