image_path,tags,uuid,length,price_length,cleaned_price
kloubec_data/408048_13_Doitsu_Yamato_Nishiki_Koi_#K12712(M19).jpg,"['Doitsu', 'Yamato', 'Nishiki']",408048,13.0,6,249.99
kloubec_data/8d25d3_12_Gin_Rin_Yamabuki_Ogon_Koi_#K12711(M19).jpg,"['Gin', 'Rin', 'Yamabuki', 'Ogon']",8d25d3,12.0,6,249.99
kloubec_data/a2dbd2_15_Beni_Kikokuryu_Koi_#K1308(M17).jpg,"['Beni', 'Kikokuryu']",a2dbd2,15.0,6,499.99
kloubec_data/4cecc0_17.5_Beni_Kikokuryu_Koi_#K1307(M17).jpg,"['Beni', 'Kikokuryu']",4cecc0,17.5,6,599.99
kloubec_data/7a863e_13.5_Kin_Kikokuryu_Koi_#K1305(M17).jpg,"['Kin', 'Kikokuryu']",7a863e,13.5,6,249.99
kloubec_data/f2ffcf_7_Gin_Rin_Tancho_Kohaku_Koi_#J13128(X58).jpg,"['Gin', 'Rin', 'Tancho', 'Kohaku']",f2ffcf,7.0,6,149.99
kloubec_data/756144_14_Beni_Kumonryu_Butterfly_Koi_#J12826(X42).jpg,"['Beni', 'Kumonryu', 'Butterfly']",756144,14.0,6,499.99
kloubec_data/23b84d_7_Doitsu_Goshiki_Koi_#J12825(X42).jpg,"['Doitsu', 'Goshiki']",23b84d,7.0,6,129.99
kloubec_data/0d0a54_7_Kumonryu_Butterfly_Koi_#J12824(X42).jpg,"['Kumonryu', 'Butterfly']",0d0a54,7.0,6,129.99
kloubec_data/7b894e_8_Shusui_Butterfly_Koi_#J12822(X42).jpg,"['Shusui', 'Butterfly']",7b894e,8.0,6,159.99
kloubec_data/92bbb4_7.5_Beni_Kikokuryu_Butterfly_Koi_#J12819(X27).jpg,"['Beni', 'Kikokuryu', 'Butterfly']",92bbb4,7.5,6,129.99
kloubec_data/9ffcca_8_Doitsu_Hariwake_Koi_#J1288(X26).jpg,"['Doitsu', 'Hariwake']",9ffcca,8.0,6,129.99
kloubec_data/a39cbc_8_Doitsu_Orenji_Ogon_Koi_#J1285(X26).jpg,"['Doitsu', 'Orenji', 'Ogon']",a39cbc,8.0,6,129.99
kloubec_data/aad6d3_7_Hariwake_Koi_#J1287(X26).jpg,['Hariwake'],aad6d3,7.0,6,129.99
kloubec_data/018625_8.5_Kinsui_Butterfly_Koi_#J12814(X27).jpg,"['Kinsui', 'Butterfly']",018625,8.5,6,149.99
kloubec_data/992439_12_Doitsu_Hariwake_Koi_#J12810(X26).jpg,"['Doitsu', 'Hariwake']",992439,12.0,6,199.99
kloubec_data/6afd7d_11_Shiro_Utsuri_Koi_#K12710(M19).jpg,"['Shiro', 'Utsuri']",6afd7d,11.0,6,249.99
kloubec_data/030630_12_Doitsu_Yamato_Nishiki_Koi_#K1279(M19).jpg,"['Doitsu', 'Yamato', 'Nishiki']",030630,12.0,6,299.99
kloubec_data/5acc2e_11.5_Rudolph_Gin_Rin_Kohaku_Koi_#K1275(M19).jpg,"['Gin', 'Rin', 'Kohaku']",5acc2e,11.5,6,249.99
kloubec_data/cc5f83_15__Buddy_Chagoi_Butterfly_Koi_#K1274(M19).jpg,"['Chagoi', 'Butterfly']",cc5f83,15.0,6,599.99
kloubec_data/31ec3b_12_Matsukawabake_Koi_#K1273(M19).jpg,['Matsukawabake'],31ec3b,12.0,6,499.99
kloubec_data/ac2ac7_12_Shiro_Utsuri_Koi_#K1272(M19).jpg,"['Shiro', 'Utsuri']",ac2ac7,12.0,6,249.99
kloubec_data/102c7e_12_Gin_Rin_Kohaku_Koi_#J1251(M19).jpg,"['Gin', 'Rin', 'Kohaku']",102c7e,12.0,6,399.99
kloubec_data/07c6fe_16_Yamabuki_Hariwake_Butterfly_Koi_#J1252(M19).jpg,"['Yamabuki', 'Hariwake', 'Butterfly']",07c6fe,16.0,6,499.99
kloubec_data/bb6bd7_15_Kikusui_Koi_#J1254(M19).jpg,['Kikusui'],bb6bd7,15.0,6,899.99
kloubec_data/beaa61_18_Doitsu_Kohaku_Koi_#J1256(M19).jpg,"['Doitsu', 'Kohaku']",beaa61,18.0,6,699.99
kloubec_data/757d54_9.5_Ochiba_Koi_#J1257(X4).jpg,['Ochiba'],757d54,9.5,6,159.99
kloubec_data/37f105_11_Doitsu_Yamato_Nishiki_Koi_#J1258(X4).jpg,"['Doitsu', 'Yamato', 'Nishiki']",37f105,11.0,6,249.99
kloubec_data/f32e2d_12.5_Hariwake_Butterfly_Koi_#J1259(X4).jpg,"['Hariwake', 'Butterfly']",f32e2d,12.5,6,249.99
kloubec_data/3a6ec6_9.5_Beni_Kikokuryu_Butterfly_Koi_#J12511(X4).jpg,"['Beni', 'Kikokuryu', 'Butterfly']",3a6ec6,9.5,6,249.99
kloubec_data/2f905d_12_Doitsu_Yamato_Nishiki_Koi_#J12512(X4).jpg,"['Doitsu', 'Yamato', 'Nishiki']",2f905d,12.0,6,299.99
kloubec_data/908d72_13_Goromo_Koi_#J12513(M19).jpg,['Goromo'],908d72,13.0,6,499.99
kloubec_data/4d61a7_10_Kikusui_Koi_#J12514(X5).jpg,['Kikusui'],4d61a7,10.0,6,199.99
kloubec_data/e466a6_8_Doitsu_Orenji_Ogon_Butterfly_Koi_#J12520(X9).jpg,"['Doitsu', 'Orenji', 'Ogon', 'Butterfly']",e466a6,8.0,6,199.99
kloubec_data/441d75_8_Doitsu_Sanke_Koi_#J12521(X9).jpg,"['Doitsu', 'Sanke']",441d75,8.0,6,189.99
kloubec_data/fc2a56_7_Kikokuryu_Koi_#J12523(X9).jpg,['Kikokuryu'],fc2a56,7.0,6,139.99
kloubec_data/97cdd8_7.5_Doitsu_Kujaku_Koi_#J12524(X9).jpg,"['Doitsu', 'Kujaku']",97cdd8,7.5,6,149.99
kloubec_data/daf4c0_8.5_Metallic_Beni_Kikokuryu_Koi_#J12525(X9).jpg,"['Metallic', 'Beni', 'Kikokuryu']",daf4c0,8.5,6,149.99
kloubec_data/c0d7ba_13_Shusui_Butterfly_Koi_#L2775(M17).jpg,"['Shusui', 'Butterfly']",c0d7ba,13.0,6,249.99
kloubec_data/c4c6a4_12.5_Gin_Rin_Yamabuki_Ogon_Koi_#L2759(M17).jpg,"['Gin', 'Rin', 'Yamabuki', 'Ogon']",c4c6a4,12.5,6,299.99
kloubec_data/dff959_17_Kujaku_Butterfly_Koi_#L2747(M17).jpg,"['Kujaku', 'Butterfly']",dff959,17.0,6,549.99
kloubec_data/82fea2_12_Kin_Showa_Koi_#L2724(M17).jpg,"['Kin', 'Showa']",82fea2,12.0,6,299.99
kloubec_data/09a366_16_Shusui_Koi_#L2710(M17).jpg,['Shusui'],09a366,16.0,6,799.99
kloubec_data/da2d4c_13_Heisei_Nishiki_Koi_#L2698(M17).jpg,"['Heisei', 'Nishiki']",da2d4c,13.0,6,349.99
kloubec_data/0f79ba_10.5_Gin_Rin_Aka_Bekko_Koi_#L2693(M17).jpg,"['Gin', 'Rin', 'Aka', 'Bekko']",0f79ba,10.5,6,179.99
kloubec_data/02fa89_16.5_Doitsu_Shiro_Bekko_Koi_#L2669(M17).jpg,"['Doitsu', 'Shiro', 'Bekko']",02fa89,16.5,6,399.99
kloubec_data/3c463e_14_Doitsu_Yamato_Nishiki_Koi_#L2662(X30).jpg,"['Doitsu', 'Yamato', 'Nishiki']",3c463e,14.0,6,299.99
kloubec_data/f1b634_10_Hariwake_Koi_#L2646(X30).jpg,['Hariwake'],f1b634,10.0,6,159.99
kloubec_data/ed4bc2_15_Doitsu_Sanke_Koi_#L2630(M17).jpg,"['Doitsu', 'Sanke']",ed4bc2,15.0,6,499.99
kloubec_data/f6bf59_15_Kujaku_Koi_#L2609(M17).jpg,['Kujaku'],f6bf59,15.0,6,274.99
kloubec_data/68d1d7_15.5_Hariwake_Koi_#L2602(M17).jpg,['Hariwake'],68d1d7,15.5,6,324.99
kloubec_data/43921b_18_Orenji_Ogon_Butterfly_Koi_#L2584(M17).jpg,"['Orenji', 'Ogon', 'Butterfly']",43921b,18.0,6,599.99
kloubec_data/76e069_14_Beni_Kikokuryu_Koi_#L2568(M17).jpg,"['Beni', 'Kikokuryu']",76e069,14.0,6,399.99
kloubec_data/ecc6e4_16.5_Karsugoi_Koi_#L2559(M17).jpg,['Karsugoi'],ecc6e4,16.5,6,499.99
kloubec_data/078a0d_16_Chagoi_Koi_#L2529(M17).jpg,['Chagoi'],078a0d,16.0,6,549.99
kloubec_data/aad849_17_Sanke_Butterfly_Koi_#L2522(M17).jpg,"['Sanke', 'Butterfly']",aad849,17.0,6,399.99
kloubec_data/654019_14.5_Kujaku_Butterfly_Koi_#L2514(M17).jpg,"['Kujaku', 'Butterfly']",654019,14.5,6,399.99
kloubec_data/bcbd00_16_Sanke_Butterfly_Koi_#K11743(M17).jpg,"['Sanke', 'Butterfly']",bcbd00,16.0,6,799.99
kloubec_data/8e547d_15_Kohaku_Koi_#K11740(M17).jpg,['Kohaku'],8e547d,15.0,6,599.99
kloubec_data/95bb52_16_Shusui_Koi_#K11734(M17).jpg,['Shusui'],95bb52,16.0,6,799.99
kloubec_data/a0e060_15_Gin_Rin_Gin_Matsuba_Koi_#K11730(M17).jpg,"['Gin', 'Rin', 'Gin', 'Matsuba']",a0e060,15.0,6,749.99
kloubec_data/cd87ad_23_Kujaku_Butterfly_Koi_#K11723(M17).jpg,"['Kujaku', 'Butterfly']",cd87ad,23.0,7,1999.99
kloubec_data/ab3112_11_Metallic_Ochiba_Koi_#K11722(M17).jpg,"['Metallic', 'Ochiba']",ab3112,11.0,6,249.99
kloubec_data/a8844d_10_Beni_Kikokuryu_Koi_#K11718(X6).jpg,"['Beni', 'Kikokuryu']",a8844d,10.0,6,199.99
kloubec_data/256cc6_13_Yamabuki_Ogon_Koi_#K11712(M17).jpg,"['Yamabuki', 'Ogon']",256cc6,13.0,6,249.99
kloubec_data/1d90f7_17_Beni_Kumonryu_Koi_#K11711(M17).jpg,"['Beni', 'Kumonryu']",1d90f7,17.0,6,799.99
kloubec_data/d2b4f5_17_Shusui_Butterfly__Koi__#K1178(M17).jpg,"['Shusui', 'Butterfly']",d2b4f5,17.0,6,899.99
kloubec_data/a0360c_16.5_Kikusui_Koi__#K1175(M17).jpg,['Kikusui'],a0360c,16.5,6,849.99
kloubec_data/8f1912_15.5_Kin_Hi_Utsuri_Koi__#K1174(M17).jpg,"['Kin', 'Hi', 'Utsuri']",8f1912,15.5,6,899.99
kloubec_data/3b7e02_19.5_Gin_Rin_Goromo_Koi__#K1171(M17).jpg,"['Gin', 'Rin', 'Goromo']",3b7e02,19.5,6,999.99
kloubec_data/4a4274_9_Beni_Kikokuryu_Koi__#K11120(X32).jpg,"['Beni', 'Kikokuryu']",4a4274,9.0,6,199.99
kloubec_data/bf63f4_15_Chagoi_Butterfly_Koi__#K11117(M16).jpg,"['Chagoi', 'Butterfly']",bf63f4,15.0,6,499.99
kloubec_data/d51ed6_18_Kujaku_Butterfly_Koi__#K11115(M16).jpg,"['Kujaku', 'Butterfly']",d51ed6,18.0,6,899.99
kloubec_data/fb90f1_17_Kohaku_Butterfly__Koi__#K11114(M16).jpg,"['Kohaku', 'Butterfly']",fb90f1,17.0,6,999.99
kloubec_data/198c54_14.5_Gin_Rin_Lemon_Hariwake_Koi__#K11113(M16).jpg,"['Gin', 'Rin', 'Lemon', 'Hariwake']",198c54,14.5,6,299.99
kloubec_data/65f69c_11_Doitsu_Yamato_Nishiki_Koi_#J11826(X33).jpg,"['Doitsu', 'Yamato', 'Nishiki']",65f69c,11.0,6,199.99
kloubec_data/489f5b_10_Showa_Koi_#J11825(X33).jpg,['Showa'],489f5b,10.0,6,199.99
kloubec_data/51774c_8.5_Orenji_Ogon_Koi_#J11822(X33).jpg,"['Orenji', 'Ogon']",51774c,8.5,6,149.99
kloubec_data/4ea655_7_Nezu_Ogon_Koi_#J11821(X33).jpg,"['Nezu', 'Ogon']",4ea655,7.0,6,129.99
kloubec_data/d07b2a_8_Goromo_Koi_#J11820(X33).jpg,['Goromo'],d07b2a,8.0,6,149.99
kloubec_data/5e1049_7.5_Kinsui_Koi_#J11814(X44).jpg,['Kinsui'],5e1049,7.5,6,129.99
kloubec_data/17821f_6.5_Kohaku_Koi_#J11813(X44).jpg,['Kohaku'],17821f,6.5,6,129.99
kloubec_data/f18007_7_Doitsu_Shiro_Bekko_Koi_#J11810(X44).jpg,"['Doitsu', 'Shiro', 'Bekko']",f18007,7.0,6,129.99
kloubec_data/a5a924_7.5_Showa_Koi_#J1189(X44).jpg,['Showa'],a5a924,7.5,6,149.99
kloubec_data/bb95f7_7_Shiro_Utsuri_Koi_#J1184(X44).jpg,"['Shiro', 'Utsuri']",bb95f7,7.0,6,129.99
kloubec_data/03aac6_15_Sanke_Koi__#K11110(M16).jpg,['Sanke'],03aac6,15.0,6,799.99
kloubec_data/d52aee_9.5_Goromo_Koi__#K1117(M16).jpg,['Goromo'],d52aee,9.5,6,349.99
kloubec_data/987f13_12_Doitsu_Sanke_Koi__#K1115(M16).jpg,"['Doitsu', 'Sanke']",987f13,12.0,6,249.99
kloubec_data/16e0f7_15_Tancho_Sanke_Koi__#K1114(M16).jpg,"['Tancho', 'Sanke']",16e0f7,15.0,6,649.99
kloubec_data/b251d6_10.5_Tancho_Sanke_Koi__#K1846(X38).jpg,"['Tancho', 'Sanke']",b251d6,10.5,6,229.99
kloubec_data/15550c_10_Kohaku_Butterfly_Koi__#K1849(X38).jpg,"['Kohaku', 'Butterfly']",15550c,10.0,6,269.99
kloubec_data/e27c06_10.5_Hi_Utsuri_Koi__#K1845(X38).jpg,"['Hi', 'Utsuri']",e27c06,10.5,6,229.99
kloubec_data/52d199_11_Gin_Rin_Yamabuki_Ogon_Koi__#K1847(X38).jpg,"['Gin', 'Rin', 'Yamabuki', 'Ogon']",52d199,11.0,6,299.99
kloubec_data/fb3795_15_Kikokuryu_Koi__#K1843(M16).jpg,['Kikokuryu'],fb3795,15.0,6,349.99
kloubec_data/8d6efe_22_Gin_Matsuba_Butterfly_Koi__#K1840(M16).jpg,"['Gin', 'Matsuba', 'Butterfly']",8d6efe,22.0,7,1199.99
kloubec_data/7f50c8_16_Kujaku_Butterfly_Koi__#K1838(M16).jpg,"['Kujaku', 'Butterfly']",7f50c8,16.0,6,799.99
kloubec_data/f87d55_16_Beni_Kumonryu__Koi__#K1837(M16).jpg,"['Beni', 'Kumonryu']",f87d55,16.0,6,599.99
kloubec_data/7c617b_10_Ochiba_Koi__#K1836(M16).jpg,['Ochiba'],7c617b,10.0,6,199.99
kloubec_data/28ae5c_14_Showa_Butterfly_Koi__#K1835(M16).jpg,"['Showa', 'Butterfly']",28ae5c,14.0,6,399.99
kloubec_data/a2ddb3_18_Kujaku_Butterfly_Koi__#K1834(M16).jpg,"['Kujaku', 'Butterfly']",a2ddb3,18.0,6,899.99
kloubec_data/1eb88b_12_Doitsu_Yamato_Nishiki_Koi__#K1833(M16).jpg,"['Doitsu', 'Yamato', 'Nishiki']",1eb88b,12.0,6,249.99
kloubec_data/cebd43_12_Cream_Ogon_Koi__#K1832(M16).jpg,"['Cream', 'Ogon']",cebd43,12.0,6,249.99
kloubec_data/73257b_11.5_Doitsu_Yamato_Nishiki__Koi__#K1831(M16).jpg,"['Doitsu', 'Yamato', 'Nishiki']",73257b,11.5,6,249.99
kloubec_data/4579c6_12_Hi_Showa_Koi__#K1830(M16).jpg,"['Hi', 'Showa']",4579c6,12.0,6,349.99
kloubec_data/096082_14.5_Hariwake_Koi__#K1829(M16).jpg,['Hariwake'],096082,14.5,6,299.99
kloubec_data/7d2f34_14_Ki_Utsuri_Koi__#K1828(M16).jpg,"['Ki', 'Utsuri']",7d2f34,14.0,6,349.99
kloubec_data/3ab511_13_Beni_Kikokuryu_Koi_#K1826(M16).jpg,"['Beni', 'Kikokuryu']",3ab511,13.0,6,249.99
kloubec_data/581737_15_Doitsu_Sanke_Koi_#K1825(M16).jpg,"['Doitsu', 'Sanke']",581737,15.0,6,299.99
kloubec_data/4a69bf_14_Gin_Shiro_Utsuri_Koi__#K1824(M16).jpg,"['Gin', 'Shiro', 'Utsuri']",4a69bf,14.0,6,299.99
kloubec_data/449d33_10_Doitsu_Gin_Shiro_Bekko_Koi_#L2501(X32).jpg,"['Doitsu', 'Gin', 'Shiro', 'Bekko']",449d33,10.0,6,169.99
kloubec_data/5f3ef8_13_Yamabuki_Ogon_Butterfly_Koi_#L2452(M16).jpg,"['Yamabuki', 'Ogon', 'Butterfly']",5f3ef8,13.0,6,349.99
kloubec_data/c45291_12_Doitsu_Platinum_Ogon_Koi_#L2445(M16).jpg,"['Doitsu', 'Platinum', 'Ogon']",c45291,12.0,6,449.99
kloubec_data/e299dd_12_Gin_Rin_Goromo_Koi_#L2443(M16).jpg,"['Gin', 'Rin', 'Goromo']",e299dd,12.0,6,299.99
kloubec_data/1ae22e_12.5_Beni_Kikokuryu_Koi_#L2435(M16).jpg,"['Beni', 'Kikokuryu']",1ae22e,12.5,6,399.99
kloubec_data/6fb58f_15_Kujaku_Butterfly_Koi_#L2428(M16).jpg,"['Kujaku', 'Butterfly']",6fb58f,15.0,6,499.99
kloubec_data/ea6bec_14_Doitsu_Yamato_Nishiki_Koi_#L2425(M16).jpg,"['Doitsu', 'Yamato', 'Nishiki']",ea6bec,14.0,6,399.99
kloubec_data/30a17d_12.5_Doitsu_Hariwake_Koi_#L2421(M16).jpg,"['Doitsu', 'Hariwake']",30a17d,12.5,6,199.99
kloubec_data/7ee5e0_16_Ogon_Butterfly_Koi_#L2374(M16).jpg,"['Ogon', 'Butterfly']",7ee5e0,16.0,6,999.99
kloubec_data/e27e07_10_Showa_Koi_#L2372(M16).jpg,['Showa'],e27e07,10.0,6,199.99
kloubec_data/7f334a_19_Hariwake_Butterfly_Koi_#L2357(M16).jpg,"['Hariwake', 'Butterfly']",7f334a,19.0,6,999.99
kloubec_data/0af447_15_Aka_Bekko_Koi_#L2343(M16).jpg,"['Aka', 'Bekko']",0af447,15.0,6,399.99
kloubec_data/3e7a8f_15_Gin_Rin_Kohaku_Koi_#L2341(M16).jpg,"['Gin', 'Rin', 'Kohaku']",3e7a8f,15.0,6,999.99
kloubec_data/f96574_11_Showa_Butterfly_Koi_#L2292(X36).jpg,"['Showa', 'Butterfly']",f96574,11.0,6,249.99
kloubec_data/307b2f_10.5_Goromo_Koi_#L2283(X36).jpg,['Goromo'],307b2f,10.5,6,179.99
kloubec_data/cf4686_14_Gin_Rin_Kohaku_Koi_#L2253(M16).jpg,"['Gin', 'Rin', 'Kohaku']",cf4686,14.0,6,399.99
kloubec_data/3cbe59_14_Showa_Koi_#L2242(M16).jpg,['Showa'],3cbe59,14.0,6,249.99
kloubec_data/602446_11_Yamabuki_Ogon_Koi_#L2234(M16).jpg,"['Yamabuki', 'Ogon']",602446,11.0,6,199.99
kloubec_data/e720da_10_Showa_Koi_#L2226(M16).jpg,['Showa'],e720da,10.0,6,199.99
kloubec_data/c0d654_13_Beni_Kikokuryu_Koi_#L2217(M16).jpg,"['Beni', 'Kikokuryu']",c0d654,13.0,6,399.99
kloubec_data/fe647b_16_Gin_Matsuba_Butterfly_Koi_#E2209(M16).jpg,"['Gin', 'Matsuba', 'Butterfly']",fe647b,16.0,6,599.99
kloubec_data/1e51f9_19_Kujaku_Butterfly_Koi_#L2198(M16).jpg,"['Kujaku', 'Butterfly']",1e51f9,19.0,6,599.99
kloubec_data/c5d70e_10_Showa_Butterfly_Koi_#J18255(X36).jpg,"['Showa', 'Butterfly']",c5d70e,10.0,6,199.99
kloubec_data/e1f79b_10.5_Beni_Kikokuryu_Koi_#J18252(X36).jpg,"['Beni', 'Kikokuryu']",e1f79b,10.5,6,199.99
kloubec_data/8ee0ed_17.5_Kinsui_Butterfly_Koi_#K1823(X40).jpg,"['Kinsui', 'Butterfly']",8ee0ed,17.5,7,1199.99
kloubec_data/427d2f_12_Orenji_Ogon_Koi_#K1822(X40).jpg,"['Orenji', 'Ogon']",427d2f,12.0,6,249.99
kloubec_data/20f587_9.5_Kin_Ki_Utsuri_Koi_#K1819(X40).jpg,"['Kin', 'Ki', 'Utsuri']",20f587,9.5,6,249.99
kloubec_data/7a0c1b_15_Doitsu_Kujaku_Koi__#K1817(M16).jpg,"['Doitsu', 'Kujaku']",7a0c1b,15.0,6,499.99
kloubec_data/963194_17_Hariwake_Butterfly_Koi___#K1815(M16).jpg,"['Hariwake', 'Butterfly']",963194,17.0,6,599.99
kloubec_data/3814b3_15_Sanke_Butterfly_Koi__#K188(M16).jpg,"['Sanke', 'Butterfly']",3814b3,15.0,6,449.99
kloubec_data/76ca8c_16_Yamabuki_Ogon_Koi__#K187(M16).jpg,"['Yamabuki', 'Ogon']",76ca8c,16.0,6,599.99
kloubec_data/1b553f_14_Doitsu_Sanke_Koi_#K183(M16).jpg,"['Doitsu', 'Sanke']",1b553f,14.0,6,299.99
kloubec_data/539301_13_Kohaku_Koi_#K181(M16).jpg,['Kohaku'],539301,13.0,6,249.99
kloubec_data/512426_10_Shiro_Utsuri_Koi_#K1748(X48).jpg,"['Shiro', 'Utsuri']",512426,10.0,6,249.99
kloubec_data/794c95_8.5_Showa_Koi_#K1745(X47).jpg,['Showa'],794c95,8.5,6,169.99
kloubec_data/2862ba_10.5_Kikokuryu_Koi_#K1741(X47).jpg,['Kikokuryu'],2862ba,10.5,6,199.99
kloubec_data/284c35_10_Beni_Kikokuryu_Koi_#K1733(X49).jpg,"['Beni', 'Kikokuryu']",284c35,10.0,6,169.99
kloubec_data/3d621a_9_Beni_Kikokuryu_Koi_#K1723(X51).jpg,"['Beni', 'Kikokuryu']",3d621a,9.0,6,149.99
kloubec_data/037dcc_9.5_Doitsu_Sanke_Koi_#K1713(X52).jpg,"['Doitsu', 'Sanke']",037dcc,9.5,6,149.99
kloubec_data/f8bc7a_11_Hisei_Nishiki_Koi_#K1712(X52).jpg,"['Hisei', 'Nishiki']",f8bc7a,11.0,6,299.99
kloubec_data/a8fb36_13_Kohaku_Butterfly_Koi_#K1511(M14).jpg,"['Kohaku', 'Butterfly']",a8fb36,13.0,6,459.99
kloubec_data/0ced61_10.5_Kin_Showa_Koi_#J12624(X50).jpg,"['Kin', 'Showa']",0ced61,10.5,6,199.99
kloubec_data/f138a8_11_Sunshine_Yamabuki_Ogon_Koi_#J12622(X50).jpg,"['Yamabuki', 'Ogon']",f138a8,11.0,6,349.99
kloubec_data/386e6e_11_Kujaku_Koi_#J12621(X50).jpg,['Kujaku'],386e6e,11.0,6,299.99
kloubec_data/9c94fa_10.5_Sanke_Koi_#J1234(X7).jpg,['Sanke'],9c94fa,10.5,6,199.99
kloubec_data/46f11d_13_Chagoi_Butterfly_Koi_#J11297(X22).jpg,"['Chagoi', 'Butterfly']",46f11d,13.0,6,299.99
kloubec_data/2cce6c_12.5_Sanke_Butterfly_Koi_#J11298(X22).jpg,"['Sanke', 'Butterfly']",2cce6c,12.5,6,399.99
kloubec_data/d2a0b8_12.5_Doitsu_Sanke_Koi_#J11299(X22).jpg,"['Doitsu', 'Sanke']",d2a0b8,12.5,6,399.99
kloubec_data/f9efa8_12_Red_Flannel_Doitsu_Showa_Koi_#J112910(X1X22).jpg,"['Flannel""', 'Doitsu', 'Showa']",f9efa8,12.0,6,399.99
kloubec_data/754c08_19_Larry_Kujaku_Koi_#J112332(U5).jpg,['Kujaku'],754c08,19.0,7,1199.99
kloubec_data/4b0cd2_14_Kujaku_Koi_#J112331(U5).jpg,['Kujaku'],4b0cd2,14.0,6,599.99
kloubec_data/c96486_8.5_Sanke_Koi_#J112315(X44).jpg,['Sanke'],c96486,8.5,6,149.99
kloubec_data/5a0ecf_10_Shusui_Butterfly_Koi_#J112311(X45).jpg,"['Shusui', 'Butterfly']",5a0ecf,10.0,6,249.99
kloubec_data/59cbcb_11.5_Shiro_Bekko_Koi_#J11237(X45).jpg,"['Shiro', 'Bekko']",59cbcb,11.5,6,299.99
kloubec_data/0f4d1d_12_Gin_Rin_Kohaku_Koi_#J11235(X46).jpg,"['Gin', 'Rin', 'Kohaku']",0f4d1d,12.0,6,299.99
kloubec_data/348a73_13_Doitsu_Hariwake_Koi_#J11235(X46).jpg,"['Doitsu', 'Hariwake']",348a73,13.0,6,349.99
kloubec_data/dfdf7f_10.5_Beni_Kikokuryu_Koi_#J11234(X46).jpg,"['Beni', 'Kikokuryu']",dfdf7f,10.5,6,299.99
kloubec_data/a1f29c_8_Doitsu_Kohaku_Koi_(#K10246X2).jpg,"['Doitsu', 'Kohaku']",a1f29c,8.0,6,149.99
kloubec_data/955e82_12_Sanke_Koi_(#K1077X49).jpg,['Sanke'],955e82,12.0,6,699.99
kloubec_data/da7a7b_11.5_Kikokuryu_Butterfly_Koi_(#J9618X47).jpg,"['Kikokuryu', 'Butterfly']",da7a7b,11.5,6,399.99
kloubec_data/15641b_13_Hikari_Utsuri_Koi_(#K967X51).jpg,"['Hikari', 'Utsuri']",15641b,13.0,6,249.99
kloubec_data/ba4e40_13_Toro_Ogon_Koi_(#K961X52).jpg,"['Toro', 'Ogon']",ba4e40,13.0,5,249.0
kloubec_data/1fb9d6_11_Gin_Rin_Yamabuki_Ogon_Koi_(#J82318X8).jpg,"['Gin', 'Rin', 'Yamabuki', 'Ogon']",1fb9d6,11.0,5,249.0
kloubec_data/4cfb2a_10.5_Toro_Ogon_Koi_(#K8314X23).jpg,"['Toro', 'Ogon']",4cfb2a,10.5,6,199.99
kloubec_data/ec8faf_14_Gin_Matsuba_Koi_(#K7131U3).jpg,"['Gin', 'Matsuba']",ec8faf,14.0,6,459.99
kloubec_data/0615e1_15_Sumi_Goromo_Butterfly_Koi_(#J62815U5).jpg,"['Sumi', 'Goromo', 'Butterfly']",0615e1,15.0,6,499.99
kloubec_data/6c5459_13.5_Matsuba_Butterfly_Koi_(#J6286X31).jpg,"['Matsuba', 'Butterfly']",6c5459,13.5,6,499.99
kloubec_data/b669de_11.5_Doitsu_Goshiki_Koi_(#K62948X5).jpg,"['Doitsu', 'Goshiki']",b669de,11.5,6,499.99
kloubec_data/c87aee_11_Doitsu_Koi_(#K62952X5).jpg,['Doitsu'],c87aee,11.0,6,299.99
kloubec_data/edaba0_12.5_Kujaku_Koi_(#K62015U5).jpg,['Kujaku'],edaba0,12.5,6,249.99
kloubec_data/3473a7_12.5_Kin_Ki_Utsuri_Koi_(#K6208U5).jpg,"['Kin', 'Ki', 'Utsuri']",3473a7,12.5,6,349.99
kloubec_data/20b7e0_11.5_Kin_Showa_Koi_(#K6204U5).jpg,"['Kin', 'Showa']",20b7e0,11.5,6,299.99
kloubec_data/1eadc7_13_Shiro_Bekko_Butterfly_Koi_(#L2111U3).jpg,"['Shiro', 'Bekko', 'Butterfly']",1eadc7,13.0,6,399.99
kloubec_data/c2b839_12_Shusui_Koi_(#L2107U3).jpg,['Shusui'],c2b839,12.0,6,399.99
kloubec_data/6b08b7_11_Gin_Showa_Koi_(#K61546X12).jpg,"['Gin', 'Showa']",6b08b7,11.0,6,249.99
kloubec_data/f312de_10_Kin_Ki_Utsuri_Koi_(#K61011X15).jpg,"['Kin', 'Ki', 'Utsuri']",f312de,10.0,6,199.99
kloubec_data/268ca1_10.5_Doitsu_Tancho_Butterfly_Koi_(#K6103X9).jpg,"['Doitsu', 'Tancho', 'Butterfly']",268ca1,10.5,6,249.99
kloubec_data/5bf6d2_13_Gin_Matsuba_Koi_(#L1951X41).jpg,"['Gin', 'Matsuba']",5bf6d2,13.0,6,599.99
kloubec_data/27db29_12_Kohaku_Koi_(#L1930X41).jpg,['Kohaku'],27db29,12.0,6,299.99
kloubec_data/e8339f_19_Yamabuki_Ogon_Butterfly_Koi_(#L1838U6).jpg,"['Yamabuki', 'Ogon', 'Butterfly']",e8339f,19.0,6,999.99
