uuid,sku,title,price,in_stock,link,description,category,tags,image_url,image_path,gpt_dict,breeder,length_inches,gender,certificate,age,multiple_fish
0eb5c9d,8457458188457,"MOMOTARO ""NEW TYPE"" KOHAKU 10""-12"" BOWL 8",300.0,False,https://gckoi.com/products/momotaro-new-type-kohaku-10-12-bowl-8,"Breeder: Momotaro Size: tosai 10""-12""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8006.jpg?v=1743048568,gckoi_data/0eb5c9d_MOMOTARO_NEW_TYPE_KOHAKU_10-12_BOWL_8.jpg,"{'breeder': 'Momotaro', 'length_inches': '10""-12""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"10""-12""",,False,tosai,True
cf44cfa,8457483354281,"MOMOTARO ""NEW TYPE"" KOHAKU 6""-8""  BOWL 21",200.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-21,"Breeder: Momotaro Size: tosai 6""-8'Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8139.jpg?v=1743049885,gckoi_data/cf44cfa_MOMOTARO_NEW_TYPE_KOHAKU_6-8__BOWL_21.jpg,"{'breeder': 'Momotaro', 'length_inches': '6""-8\'', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"6""-8'",,False,tosai,True
dc735d6,8457497870505,"MOMOTARO ""NEW TYPE"" KOHAKU 6""-8""  BOWL 29",200.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-6-8-bowl-29,"Breeder: Momotaro Size: tosai 6""-8'Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/A_e746a695-940c-499d-a498-49d048ee1b06.png?v=1743050783,gckoi_data/dc735d6_MOMOTARO_NEW_TYPE_KOHAKU_6-8__BOWL_29.png,"{'breeder': 'Momotaro', 'length_inches': '6""-8\'', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"6""-8'",,False,tosai,True
9405771,8457476047017,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 15",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-8-10-bowl-15,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8069.jpg?v=1743049535,gckoi_data/9405771_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_15.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
458f8b5,8457479323817,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 16",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-16,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8092.jpg?v=1743049627,gckoi_data/458f8b5_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_16.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
f02d7b2,8457479553193,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 17",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-17,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8104.jpg?v=1743049680,gckoi_data/f02d7b2_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_17.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
9370cd2,8457480798377,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 18",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-18,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8110.jpg?v=1743049725,gckoi_data/9370cd2_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_18.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
cd9e6a8,8457481650345,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 19",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-19,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8122.jpg?v=1743049773,gckoi_data/cd9e6a8_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_19.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
37777e7,8457482502313,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 20",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-20,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8131.jpg?v=1743049829,gckoi_data/37777e7_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_20.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
45b6c23,8457487941801,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 23",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-23,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8156.jpg?v=1743050137,gckoi_data/45b6c23_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_23.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
3c4d9d4,8457488793769,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 24",300.0,False,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-24,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8161.jpg?v=1743050181,gckoi_data/3c4d9d4_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_24.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
a26ef1c,8457489481897,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 25",250.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-25,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8168.jpg?v=1743050218,gckoi_data/a26ef1c_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_25.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
ecd42cc,8457490989225,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 26",250.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-26,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8173.jpg?v=1743050299,gckoi_data/ecd42cc_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_26.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
85d9e44,8457491972265,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 27",250.0,False,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-27,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8177.jpg?v=1743050339,gckoi_data/85d9e44_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_27.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
9d8a9ab,8457492103337,"MOMOTARO ""NEW TYPE"" KOHAKU 7""-9"" BOWL 28",250.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-7-9-bowl-28,"Breeder: Momotaro Size: tosai 7""-9""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8186.jpg?v=1743050383,gckoi_data/9d8a9ab_MOMOTARO_NEW_TYPE_KOHAKU_7-9_BOWL_28.jpg,"{'breeder': 'Momotaro', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"7""-9""",,False,tosai,True
22ff95f,8457465626793,"MOMOTARO ""NEW TYPE"" KOHAKU 8""-10"" BOWL 10",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-8-10-bowl-10,"Breeder: Momotaro Size: tosai 8”-10”Sex: unknown These are

""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8023.jpg?v=1743049037,gckoi_data/22ff95f_MOMOTARO_NEW_TYPE_KOHAKU_8-10_BOWL_10.jpg,"{'breeder': 'Momotaro', 'length_inches': '8""-10""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"8""-10""",,False,tosai,True
373bd28,8457467396265,"MOMOTARO ""NEW TYPE"" KOHAKU 8""-10"" BOWL 11",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-8-10-bowl-11,"Breeder: Momotaro Size: tosai 8”-10”Sex: unknown These are

""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8033.jpg?v=1743049187,gckoi_data/373bd28_MOMOTARO_NEW_TYPE_KOHAKU_8-10_BOWL_11.jpg,"{'breeder': 'Momotaro', 'length_inches': '8""-10""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"8""-10""",,False,tosai,True
d676b41,8457469984937,"MOMOTARO ""NEW TYPE"" KOHAKU 8""-10"" BOWL 12",300.0,False,https://gckoi.com/products/momotaro-new-type-kohaku-8-10-bowl-12,"Breeder: Momotaro Size: tosai 10""-12""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8045.jpg?v=1743049289,gckoi_data/d676b41_MOMOTARO_NEW_TYPE_KOHAKU_8-10_BOWL_12.jpg,"{'breeder': 'Momotaro', 'length_inches': '10""-12""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"10""-12""",,False,tosai,True
db94b48,8457472540841,"MOMOTARO ""NEW TYPE"" KOHAKU 8""-10"" BOWL 13",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-8-10-bowl-13,"Breeder: Momotaro Size: tosai 8”-10”Sex: unknown These are

""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8053.jpg?v=1743049360,gckoi_data/db94b48_MOMOTARO_NEW_TYPE_KOHAKU_8-10_BOWL_13.jpg,"{'breeder': 'Momotaro', 'length_inches': '8""-10""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"8""-10""",,False,tosai,True
dca3c38,8457473982633,"MOMOTARO ""NEW TYPE"" KOHAKU 8""-10"" BOWL 14",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-8-10-bowl-14,"Breeder: Momotaro Size: tosai 10""-12""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8060.jpg?v=1743049418,gckoi_data/dca3c38_MOMOTARO_NEW_TYPE_KOHAKU_8-10_BOWL_14.jpg,"{'breeder': 'Momotaro', 'length_inches': '10""-12""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"10""-12""",,False,tosai,True
4e66d23,8457464643753,"MOMOTARO ""NEW TYPE"" KOHAKU 8""-10"" BOWL 9",300.0,False,https://gckoi.com/products/momotaro-new-type-kohaku-8-10-bowl-9,"Breeder: Momotaro Size: tosai 10""-12""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_8011.jpg?v=1743048939,gckoi_data/4e66d23_MOMOTARO_NEW_TYPE_KOHAKU_8-10_BOWL_9.jpg,"{'breeder': 'Momotaro', 'length_inches': '10""-12""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"10""-12""",,False,tosai,True
7c7ca0d,7946755440809,"MOMOTARO ""NEW TYPE"" KOHAKU 9""-11"" BOWL 1",300.0,False,https://gckoi.com/products/momotaro-kohaku-jumbo-tosai-6pcs-bowl-134,"Breeder: Momotaro with ""new type"" Karashi bloodline. Some 2sai can reach 26""-30""Size: tosai 9""-11""Sex: unknown",,"['kohaku', 'koi', 'momotaro', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_6283.jpg?v=1740334850,gckoi_data/7c7ca0d_MOMOTARO_NEW_TYPE_KOHAKU_9-11_BOWL_1.jpg,"{'breeder': 'Momotaro', 'length_inches': '9""-11""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"9""-11""",,False,tosai,True
34d857a,8415831490729,"MOMOTARO ""NEW TYPE"" KOHAKU 9""-11"" BOWL 3",300.0,True,https://gckoi.com/products/momotaro-new-type-kohaku-9-11-bowl-3,"Breeder: Momotaro Size: tosai 9""-11""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_6316.jpg?v=1740382101,gckoi_data/34d857a_MOMOTARO_NEW_TYPE_KOHAKU_9-11_BOWL_3.jpg,"{'breeder': 'Momotaro', 'length_inches': '9""-11""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"9""-11""",,False,tosai,True
55bd902,8416547602601,"MOMOTARO ""NEW TYPE"" KOHAKU 9""-11"" BOWL 6",300.0,False,https://gckoi.com/products/momotaro-new-type-kohaku-9-11-bowl-6,"Breeder: Momotaro Size: tosai 9""-11""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_6354.jpg?v=1740382735,gckoi_data/55bd902_MOMOTARO_NEW_TYPE_KOHAKU_9-11_BOWL_6.jpg,"{'breeder': 'Momotaro', 'length_inches': '9""-11""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"9""-11""",,False,tosai,True
5a0ffd5,8416545964201,"MOMOTARO ""NEW TYPE"" SANKE 9""-11"" BOWL 5",300.0,True,https://gckoi.com/products/momotaro-new-type-sanke-9-11-bowl-5,"Breeder: Momotaro Size: tosai 9""-11""Sex: unknown These are ""new type"" with Karashi bloodline. Some 2sai can reach 26""-30""",,"['kohaku', 'koi', 'momotaro', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_6344.jpg?v=1740382570,gckoi_data/5a0ffd5_MOMOTARO_NEW_TYPE_SANKE_9-11_BOWL_5.jpg,"{'breeder': 'Momotaro', 'length_inches': '9""-11""', 'gender': '', 'certificate': False, 'age': 'tosai', 'multiple_fish': True}",Momotaro,"9""-11""",,False,tosai,True
f95b3dd,8427690623145,"MOMOTARO GINRIN KAWARIGOI 6""-8""",90.0,True,https://gckoi.com/products/momotaro-ginrin-kawarigoi-6-8,"DEALER SELECTBreeder: MomotaroSize: 6""-8""Sex: uncheck",,"['KAWARIGOI', 'koi', 'momotaro', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_7632.jpg?v=1741381893,gckoi_data/f95b3dd_MOMOTARO_GINRIN_KAWARIGOI_6-8.jpg,"{'breeder': 'Momotaro', 'length_inches': '6""-8""', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",Momotaro,"6""-8""",,False,,True
6355f73,8427689345193,"MOMOTARO YAMABUKI 6""-8""",90.0,True,https://gckoi.com/products/momotaro-yamabuki-6-8,"DEALER SELECTBreeder: MomotaroSize: 6""-8""Sex: uncheck",,"['koi', 'momotaro', 'tosai', 'yamabuki']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_7628.jpg?v=1741381614,gckoi_data/6355f73_MOMOTARO_YAMABUKI_6-8.jpg,"{'breeder': 'Momotaro', 'length_inches': '6""-8""', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",Momotaro,"6""-8""",,False,,True
f51f26c,7899290665129,"NEW! DAINICHI ORANGE MONKEY 7""-9"" *LIMITED STOCK*",175.0,True,https://gckoi.com/products/dainichi-high-quality-yellow-monkey-7-10,"DEALER SELECT Size: 7""-9""Sex: uncheck",,"['dainichi', 'karashi', 'koi', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_4238.jpg?v=1734111582,gckoi_data/f51f26c_NEW!_DAINICHI_ORANGE_MONKEY_7-9_LIMITED_STOCK.jpg,"{'breeder': '', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",,"7""-9""",,False,,True
77d276e,8367071789225,NND GOSANKE BOWL #1,800.0,False,https://gckoi.com/products/nnd-gosanke-bowl-1,"Breeder: Nishikigoi Niigata DirectSize: 20""-22""Sex: unknown",,"['fall 2024', 'koi', 'nisai', 'nnd', 'sanke']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_5134.jpg?v=1736906315,gckoi_data/77d276e_NND_GOSANKE_BOWL_#1.jpg,"{'breeder': 'Nishikigoi Niigata Direct', 'length_inches': '20""-22""', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",Nishikigoi Niigata Direct,"20""-22""",,False,,True
370ed09,8367120744617,NND GOSANKE BOWL #2,700.0,True,https://gckoi.com/products/nnd-gosanke-bowl-2,Breeder: Nishikigoi Niigata DirectSize: 18”-20”Sex: unknown,,"['fall 2024', 'kohaku', 'koi', 'nisai', 'nnd', 'showa']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/05E7138D-2A89-4ABE-9F00-BEE02B0492A1.jpg?v=1736908313,gckoi_data/370ed09_NND_GOSANKE_BOWL_#2.jpg,"{'breeder': 'Nishikigoi Niigata Direct', 'length_inches': '18”-20”', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",Nishikigoi Niigata Direct,18”-20”,,False,,True
1cd5494,8367135391913,NND GOSANKE BOWL #3,700.0,False,https://gckoi.com/products/nnd-gosanke-bowl-3,Breeder: Nishikigoi Niigata DirectSize: 17”-19”Sex: unknown,,"['fall 2024', 'kohaku', 'koi', 'nisai', 'nnd', 'sanke']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/401E3E27-A4D7-482F-9D60-993E3C26C686.jpg?v=1736909086,gckoi_data/1cd5494_NND_GOSANKE_BOWL_#3.jpg,"{'breeder': 'Nishikigoi Niigata Direct', 'length_inches': '17”-19”', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",Nishikigoi Niigata Direct,17”-19”,,False,,True
62a1efb,8367159279785,NND GOSANKE BOWL #4,700.0,False,https://gckoi.com/products/nnd-gosanke-bowl-4,Breeder: Nishikigoi Niigata DirectSize: 17”-19”Sex: unknown,,"['fall 2024', 'kohaku', 'koi', 'nisai', 'nnd', 'sanke']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/E09E9588-AD3A-4C19-8252-CE060AF5880A.jpg?v=1736909808,gckoi_data/62a1efb_NND_GOSANKE_BOWL_#4.jpg,"{'breeder': 'Nishikigoi Niigata Direct', 'length_inches': '17”-19”', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",Nishikigoi Niigata Direct,17”-19”,,False,,True
0dc2ded,8367450849449,NND GOSANKE BOWL #5,600.0,False,https://gckoi.com/products/nnd-gosanke-bowl-5,Breeder: Nishikigoi Niigata DirectSize: 16”-18”Sex: unknown,,"['fall 2024', 'kohaku', 'koi', 'nisai', 'nnd', 'sanke']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/907BBF13-EE78-4A16-9149-400033F31F32.jpg?v=1736921382,gckoi_data/0dc2ded_NND_GOSANKE_BOWL_#5.jpg,"{'breeder': 'Nishikigoi Niigata Direct', 'length_inches': '16”-18”', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",Nishikigoi Niigata Direct,16”-18”,,False,,True
d322e00,8367467495593,NND GOSANKE BOWL #7,500.0,False,https://gckoi.com/products/nnd-gosanke-bowl-7,Breeder: Nishikigoi Niigata DirectSize: 15”-17”Sex: unknown,,"['fall 2024', 'kohaku', 'koi', 'nisai', 'nnd', 'sanke']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/0C812ECC-9927-4C81-801C-E2ED722A5E88.jpg?v=1736922127,gckoi_data/d322e00_NND_GOSANKE_BOWL_#7.jpg,"{'breeder': 'Nishikigoi Niigata Direct', 'length_inches': '15”-17”', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",Nishikigoi Niigata Direct,15”-17”,,False,,True
8fa77da,7899293155497,"OGATA TAIHO SUPER RED BENIGOI 7""-9""",120.0,False,https://gckoi.com/products/ogata-taiho-super-red-benigoi-8-10,"Breeder: Ogata Taiho Super Red Benigoi, the parent koi is 95cm.Size: 7""-9""Sex: uncheck*Dealer Select*",,"['benigoi', 'koi', 'OGATA', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_5999.jpg?v=1706755672,gckoi_data/8fa77da_OGATA_TAIHO_SUPER_RED_BENIGOI_7-9.jpg,"{'breeder': 'Ogata Taiho', 'length_inches': '7""-9""', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",Ogata Taiho,"7""-9""",,False,,True
eec6d81,7798301884585,"OMOSAKO SHIRO UTSURI 10""-11"" BOWL 1",250.0,True,https://gckoi.com/products/omosako-shiro-utsuri-bowl-3-certificate-13-14,Sex: uncheck,,"['koi', 'omosako', 'shiro', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/OMOSAKO1.jpg?v=1737260759,gckoi_data/eec6d81_OMOSAKO_SHIRO_UTSURI_10-11_BOWL_1.jpg,"{'breeder': '', 'length_inches': '', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': False}",,,,False,,False
47e701b,8370196775081,"OMOSAKO SHIRO UTSURI 9""-10"" BOWL 2",195.0,False,https://gckoi.com/products/omosako-shiro-utsuri-9-10-bowl-2,Sex: uncheck,,"['koi', 'omosako', 'shiro', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/OMOSAKO2.jpg?v=1737260909,gckoi_data/47e701b_OMOSAKO_SHIRO_UTSURI_9-10_BOWL_2.jpg,"{'breeder': '', 'length_inches': '', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': False}",,,,False,,False
8b6c906,8446782505129,"OOYA SELECTED ASAGI  8""-9""",80.0,True,https://gckoi.com/products/ooya-selected-asagi-8-9,"* DEALER SELECT FROM 25PCS IN VIDEO/PICTURE*Breeder: Ooya (Kataoka)Size: 8""-9""Sex: uncheck",,"['asagi', 'koi', 'OOYA', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/404-_20-22_25pcs.jpg?v=1742585856,gckoi_data/8b6c906_OOYA_SELECTED_ASAGI__8-9.jpg,"{'breeder': 'Ooya (Kataoka)', 'length_inches': '8""-9""', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",Ooya (Kataoka),"8""-9""",,False,,True
01f229d,8446787518633,"OOYA SELECTED HIKARI YUKI ASAGI  8""-10""",80.0,True,https://gckoi.com/products/ooya-selected-hikari-yuki-asagi-8-10,"* DEALER SELECT FROM 21PCS IN VIDEO/PICTURE*Breeder: Ooya (Kataoka)Size: 8""-10""Sex: uncheck",,"['asagi', 'koi', 'OOYA', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/415-_20-25_21pcs.jpg?v=1742587534,gckoi_data/01f229d_OOYA_SELECTED_HIKARI_YUKI_ASAGI__8-10.jpg,"{'breeder': 'Ooya (Kataoka)', 'length_inches': '8""-10""', 'gender': '', 'certificate': False, 'age': '', 'multiple_fish': True}",Ooya (Kataoka),"8""-10""",,False,,True
